Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,xG,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21.0,1997.0,21.08,0.0,4.0,0.0,0.2,0.0,0.18,0.0,0.0,0.0,18.06
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22.0,1997.0,29.0,1.0,13.0,3.0,1.07,23.01,0.45,0.1,0.08,0.33,12.03
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,23.0,1997.0,8.07,0.0,2.0,0.0,0.2,0.0,0.23,0.0,0.0,0.0,11.05
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24.0,1997.0,16.01,0.0,4.0,1.0,0.3,25.0,0.25,0.06,0.0,0.0,9.05
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25.0,1997.0,32.5,2.0,13.0,3.0,1.04,23.01,0.4,0.09,0.15,0.67,9.02
Oihan Sancet,es ESP,MF-FW,Athletic Club,es La Liga,19,2000,8.02,1.0,10.0,5.0,1.0,50.0,1.21,0.61,0.1,0.2,16.09
Oihan Sancet,es ESP,FW-MF,Athletic Club,es La Liga,20,2000,11.05,2.0,18.0,6.0,2.08,33.3,1.57,0.52,0.11,0.33,12.07
Oihan Sancet,es ESP,FW,Athletic Club,es La Liga,21.0,2000.0,15.08,6.0,30.0,14.0,3.04,46.7,1.9,0.89,0.2,0.43,15.0
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,22.0,2000.0,28.01,10.0,56.0,19.0,7.06,33.9,1.99,0.68,0.14,0.42,17.06
Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,23.0,2000.0,21.09,4.0,41.0,11.0,6.03,26.08,1.87,0.5,0.1,0.36,15.06
Ola Aina,ng NGA,DF,Torino,it Serie A,22.0,1996.0,23.01,0.0,12.0,2.0,0.4,16.07,0.52,0.09,0.0,0.0,24.0
Ola Aina,ng NGA,DF,Fulham,eng Premier League,23.0,1996.0,29.06,2.0,14.0,4.0,1.02,28.06,0.47,0.14,0.14,0.5,24.06
Ola Aina,ng NGA,DF,Torino,it Serie A,24.0,1996.0,16.0,0.0,10.0,4.0,0.2,40.0,0.63,0.25,0.0,0.0,23.06
Ola Aina,ng NGA,DF,Torino,it Serie A,25.0,1996.0,9.07,1.0,8.0,3.0,0.8,37.5,0.82,0.31,0.13,0.33,15.02
Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,26.0,1996.0,18.08,1.0,11.0,1.0,0.3,9.01,0.59,0.05,0.09,1.0,26.06
Oleksandr Zinchenko,ua UKR,DF,Manchester City,eng Premier League,22.0,1996.0,14.02,0.0,16.0,3.0,0.5,18.08,1.13,0.21,0.0,0.0,26.0
Oleksandr Zinchenko,ua UKR,DF,Manchester City,eng Premier League,23.0,1996.0,16.04,0.0,16.0,4.0,0.7,25.0,0.97,0.24,0.0,0.0,22.07
Oleksandr Zinchenko,ua UKR,DF,Manchester City,eng Premier League,24.0,1996.0,11.06,0.0,12.0,4.0,0.5,33.3,1.03,0.34,0.0,0.0,22.04
Oleksandr Zinchenko,ua UKR,DF,Arsenal,eng Premier League,25.0,1996.0,23.05,1.0,28.0,7.0,1.04,25.0,1.19,0.3,0.04,0.14,22.07
Oleksandr Zinchenko,ua UKR,DF,Arsenal,eng Premier League,26.0,1996.0,19.01,1.0,17.0,3.0,0.6,17.06,0.89,0.16,0.06,0.33,24.0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29.0,1990.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,30.0,1990.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31.0,1990.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32.0,1990.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33.0,1990.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,32.0,1986.0,11.0,8.0,39.0,19.0,7.03,48.7,3.53,1.72,0.21,0.42,11.05
Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,33.0,1986.0,8.03,4.0,29.0,10.0,4.02,34.5,3.49,1.2,0.14,0.4,11.06
Olivier Giroud,fr FRA,FW,Milan,it Serie A,34.0,1986.0,21.0,11.0,61.0,22.0,9.08,36.1,2.9,1.05,0.15,0.41,11.09
Olivier Giroud,fr FRA,FW,Milan,it Serie A,35.0,1986.0,23.08,13.0,77.0,29.0,12.07,37.7,3.24,1.22,0.13,0.34,12.07
Olivier Giroud,fr FRA,FW,Milan,it Serie A,36.0,1986.0,26.03,15.0,72.0,29.0,14.02,40.3,2.74,1.1,0.15,0.38,12.06
Omar Marmoush,eg EGY,MF-FW,Wolfsburg,de Bundesliga,20,1999,0.9,0.0,1.0,1.0,0.1,100.0,1.11,1.11,0.0,0.0,10.01
Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22.0,1999.0,17.35,3.0,49.0,13.0,5.11,13.5,3.25,0.37,0.03,0.23,26.67
Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,23.0,1999.0,16.04,5.0,48.0,16.0,6.01,33.3,2.93,0.98,0.1,0.31,15.0
Omar Marmoush,eg EGY,FW-MF,Eint Frankfurt,de Bundesliga,24,1999,25.06,12.0,77.0,31.0,11.06,40.3,3.01,1.21,0.13,0.32,17.06
Omar Mascarell,gq EQG,MF,Schalke 04,de Bundesliga,26.0,1993.0,22.05,0.0,10.0,2.0,0.5,20.0,0.44,0.09,0.0,0.0,24.08
Omar Mascarell,gq EQG,MF,Schalke 04,de Bundesliga,27.0,1993.0,19.06,1.0,10.0,3.0,0.4,30.0,0.51,0.15,0.1,0.33,26.03
Omar Mascarell,gq EQG,MF,Elche,es La Liga,28.0,1993.0,27.07,0.0,12.0,1.0,0.5,8.03,0.43,0.04,0.0,0.0,24.02
Omar Mascarell,gq EQG,MF-DF,Elche,es La Liga,29,1993,27.02,0.0,9.0,3.0,0.4,33.3,0.33,0.11,0.0,0.0,22.01
Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,30.0,1993.0,17.05,0.0,6.0,0.0,0.4,0.0,0.34,0.0,0.0,0.0,21.07
Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24.0,1994.0,13.0,0.0,17.0,8.0,1.0,50.7,1.32,0.69,0.0,0.0,21.52
Ondrej Duda,sk SVK,FW-MF,Köln,de Bundesliga,25,1994,28.02,7.0,46.0,13.0,6.04,28.03,1.63,0.46,0.09,0.31,22.07
Ondrej Duda,sk SVK,MF-FW,Köln,de Bundesliga,26,1994,17.09,2.0,42.0,14.0,3.09,33.3,2.35,0.78,0.05,0.14,19.08
Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27.0,1994.0,18.15,0.0,25.0,7.0,1.5,27.54,1.34,0.36,0.0,0.0,20.06
Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28.0,1994.0,27.03,1.0,23.0,6.0,2.02,26.01,0.84,0.22,0.04,0.17,23.05
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27.0,1991.0,20.07,0.0,8.0,0.0,0.2,0.0,0.39,0.0,0.0,0.0,23.07
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,28.0,1991.0,19.06,1.0,14.0,4.0,0.5,28.06,0.71,0.2,0.07,0.25,25.09
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,29.0,1991.0,32.1,2.0,24.0,4.0,1.04,16.07,0.75,0.12,0.08,0.5,22.04
Oriol Romeu,es ESP,MF,Girona,es La Liga,30.0,1991.0,33.6,2.0,24.0,5.0,1.06,20.08,0.36,0.08,0.08,0.4,17.08
Oriol Romeu,es ESP,MF,Barcelona,es La Liga,31.0,1991.0,10.04,0.0,10.0,2.0,0.7,20.0,0.96,0.19,0.0,0.0,23.06
Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22.0,1997.0,4.0,1.0,5.0,2.0,1.03,40.0,1.26,0.5,0.2,0.5,15.07
Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,23.0,1997.0,19.07,6.0,55.0,21.0,5.06,38.2,2.79,1.07,0.11,0.29,17.01
Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24.0,1997.0,15.07,1.0,46.0,7.0,2.06,15.02,2.94,0.45,0.02,0.14,19.05
Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25.0,1997.0,15.07,5.0,49.0,16.0,3.09,32.7,3.13,1.02,0.1,0.31,16.07
Ousmane Dembélé,fr FRA,MF-FW,Paris S-G,fr Ligue 1,26,1997,16.07,3.0,43.0,14.0,4.04,32.6,2.57,0.84,0.07,0.21,17.01
Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19.0,2000.0,19.07,3.0,11.0,7.0,1.08,63.6,0.56,0.35,0.27,0.43,9.07
Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,20.0,2000.0,21.17,0.0,13.0,0.0,1.1,0.0,0.49,0.0,0.0,0.0,9.04
Ozan Kabak,tr TUR,DF,Norwich City,eng Premier League,21.0,2000.0,10.02,0.0,4.0,2.0,0.3,50.0,0.39,0.2,0.0,0.0,14.07
Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22.0,2000.0,26.05,2.0,24.0,6.0,1.03,25.0,0.9,0.23,0.08,0.33,13.08
Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,23.0,2000.0,25.04,4.0,19.0,7.0,2.02,36.8,0.75,0.28,0.21,0.57,12.02
Pablo Fornals,es ESP,MF-FW,West Ham,eng Premier League,23,1996,24.01,2.0,36.0,11.0,2.03,30.06,1.49,0.46,0.06,0.18,18.01
Pablo Fornals,es ESP,FW-MF,West Ham,eng Premier League,24,1996,28.06,5.0,50.0,15.0,6.0,30.0,1.75,0.52,0.1,0.33,16.03
Pablo Fornals,es ESP,FW-MF,West Ham,eng Premier League,25,1996,31.01,6.0,43.0,11.0,4.06,25.06,1.38,0.35,0.14,0.55,18.07
Pablo Fornals,es ESP,FW-MF,West Ham,eng Premier League,26,1996,16.07,3.0,27.0,7.0,2.02,25.09,1.62,0.42,0.11,0.43,22.06
Pablo Fornals,es ESP,FW-MF,Betis,es La Liga,27,1996,16.15,3.0,24.0,8.0,1.38,35.97,1.4,0.51,0.09,0.3,19.02
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25.0,1993.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26.0,1993.0,10.0,0.0,2.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,21.06
Pablo Marí,es ESP,DF,Udinese,it Serie A,27.0,1993.0,16.09,2.0,11.0,5.0,0.8,25.0,0.58,0.17,0.1,0.4,8.07
Pablo Marí,es ESP,DF,Monza,it Serie A,28.0,1993.0,27.06,1.0,10.0,2.0,0.6,20.0,0.36,0.07,0.1,0.5,15.02
Pablo Marí,es ESP,DF,Monza,it Serie A,29.0,1993.0,29.01,0.0,8.0,1.0,0.4,12.05,0.28,0.03,0.0,0.0,13.09
Pablo Sarabia,es ESP,FW-MF,Paris S-G,fr Ligue 1,27,1992,12.09,4.0,33.0,10.0,3.02,30.03,2.55,0.77,0.12,0.4,16.0
Pablo Sarabia,es ESP,FW-MF,Paris S-G,fr Ligue 1,28,1992,14.07,6.0,37.0,19.0,5.03,51.4,2.52,1.3,0.16,0.32,14.06
Pablo Sarabia,es ESP,FW,Paris S-G,fr Ligue 1,29.0,1992.0,0.2,1.0,1.0,1.0,1.0,100.0,4.09,4.09,1.0,1.0,3.06
Pablo Sarabia,es ESP,FW-MF,Paris S-G,fr Ligue 1,30,1992,12.06,1.0,26.0,7.0,4.04,29.15,1.9,0.54,0.02,0.1,12.06
Pablo Sarabia,es ESP,MF-FW,Wolves,eng Premier League,31,1992,19.04,4.0,44.0,16.0,5.05,36.4,2.27,0.83,0.05,0.13,19.01
Papu Gómez,ar ARG,MF-FW,Atalanta,it Serie A,31,1988,31.6,7.0,95.0,41.0,7.08,43.2,3.01,1.3,0.07,0.17,20.01
Papu Gómez,ar ARG,MF-FW,Sevilla,es La Liga,32,1988,17.06,7.0,47.0,22.0,2.75,48.5,2.84,1.3,0.16,0.32,20.56
Papu Gómez,ar ARG,FW-MF,Sevilla,es La Liga,33,1988,19.08,5.0,34.0,12.0,2.0,35.3,1.72,0.61,0.15,0.42,22.03
Papu Gómez,ar ARG,FW-MF,Sevilla,es La Liga,34,1988,11.08,1.0,22.0,7.0,1.04,31.08,1.86,0.59,0.05,0.14,21.04
Papu Gómez,ar ARG,MF-FW,Monza,it Serie A,35,1988,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal Groß,de GER,MF-FW,Brighton,eng Premier League,28,1991,20.0,2.0,29.0,9.0,1.06,31.0,1.45,0.45,0.07,0.22,22.06
Pascal Groß,de GER,MF-DF,Brighton,eng Premier League,29,1991,27.06,3.0,28.0,4.0,4.09,14.03,1.01,0.14,0.0,0.0,22.02
Pascal Groß,de GER,MF-DF,Brighton,eng Premier League,30,1991,22.06,2.0,23.0,7.0,2.09,30.04,1.02,0.31,0.09,0.29,17.05
Pascal Groß,de GER,MF-DF,Brighton,eng Premier League,31,1991,36.0,9.0,39.0,19.0,5.04,48.7,1.08,0.53,0.23,0.47,17.04
Pascal Groß,de GER,MF-DF,Brighton,eng Premier League,32,1991,34.6,4.0,54.0,18.0,6.05,33.3,1.56,0.52,0.06,0.17,19.08
Patric,es ESP,DF,Lazio,it Serie A,26.0,1993.0,18.06,0.0,6.0,0.0,0.2,0.0,0.32,0.0,0.0,0.0,25.02
Patric,es ESP,DF,Lazio,it Serie A,27.0,1993.0,17.07,0.0,7.0,0.0,0.5,0.0,0.39,0.0,0.0,0.0,21.02
Patric,es ESP,DF,Lazio,it Serie A,28.0,1993.0,18.03,1.0,6.0,2.0,0.9,33.3,0.33,0.11,0.17,0.5,9.02
Patric,es ESP,DF,Lazio,it Serie A,29.0,1993.0,15.07,0.0,2.0,1.0,0.1,50.0,0.13,0.06,0.0,0.0,21.09
Patric,es ESP,DF,Lazio,it Serie A,30.0,1993.0,17.09,2.0,6.0,2.0,1.04,33.3,0.34,0.11,0.33,1.0,19.05
Patrick Herrmann,de GER,FW-MF,Gladbach,de Bundesliga,28,1991,16.01,6.0,40.0,15.0,6.09,37.5,2.48,0.93,0.15,0.4,14.06
Patrick Herrmann,de GER,FW-MF,Gladbach,de Bundesliga,29,1991,9.07,0.0,19.0,7.0,2.03,36.8,1.95,0.72,0.0,0.0,16.02
Patrick Herrmann,de GER,DF-FW,Gladbach,de Bundesliga,30,1991,8.04,0.0,13.0,4.0,1.01,30.08,1.55,0.48,0.0,0.0,14.09
Patrick Herrmann,de GER,FW-MF,Gladbach,de Bundesliga,31,1991,1.08,1.0,6.0,2.0,0.4,33.3,3.29,1.1,0.17,0.5,19.07
Patrick Herrmann,de GER,FW-DF,Gladbach,de Bundesliga,32,1991,1.0,0.0,4.0,0.0,0.2,0.0,4.19,0.0,0.0,0.0,18.08
Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23.0,1996.0,14.04,10.0,53.0,18.0,7.02,34.0,3.67,1.01,0.19,0.56,11.06
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24.0,1996.0,20.07,9.0,56.0,21.0,9.02,37.5,2.7,1.01,0.16,0.43,12.01
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25.0,1996.0,23.01,24.0,88.0,43.0,18.01,48.9,3.82,1.86,0.26,0.53,12.08
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26.0,1996.0,10.05,3.0,34.0,14.0,4.06,41.2,1.03,1.34,0.09,0.21,12.08
Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,27.0,1996.0,11.08,7.0,39.0,12.0,6.0,30.08,3.3,1.02,0.15,0.5,12.07
Pau López,es ESP,GK,Roma,it Serie A,24.0,1994.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau López,es ESP,GK,Roma,it Serie A,25.0,1994.0,20.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau López,es ESP,GK,Marseille,fr Ligue 1,26.0,1994.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau López,es ESP,GK,Marseille,fr Ligue 1,27.0,1994.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau López,es ESP,GK,Marseille,fr Ligue 1,28.0,1994.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau Torres,es ESP,DF,Villarreal,es La Liga,22.0,1997.0,33.0,2.0,10.0,2.0,1.07,20.0,0.3,0.06,0.2,1.0,8.04
Pau Torres,es ESP,DF,Villarreal,es La Liga,23.0,1997.0,33.0,2.0,8.0,3.0,1.05,37.5,0.24,0.09,0.25,0.67,8.0
Pau Torres,es ESP,DF,Villarreal,es La Liga,24.0,1997.0,31.07,5.0,24.0,9.0,3.0,37.5,0.76,0.28,0.21,0.56,8.02
Pau Torres,es ESP,DF,Villarreal,es La Liga,25.0,1997.0,33.9,1.0,12.0,5.0,2.04,41.7,0.35,0.15,0.08,0.2,9.05
Pau Torres,es ESP,DF,Aston Villa,eng Premier League,26.0,1997.0,27.04,2.0,12.0,5.0,1.0,41.7,0.44,0.18,0.17,0.4,15.04
Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,26.0,1993.0,13.04,1.0,21.0,7.0,2.04,33.3,1.57,0.52,0.05,0.14,22.05
Paul Pogba,fr FRA,MF-FW,Manchester Utd,eng Premier League,27,1993,21.01,3.0,31.0,11.0,2.08,35.5,1.47,0.52,0.1,0.27,17.0
Paul Pogba,fr FRA,MF-FW,Manchester Utd,eng Premier League,28,1993,15.0,1.0,32.0,8.0,2.06,25.0,2.13,0.53,0.03,0.13,18.0
Paul Pogba,fr FRA,MF-FW,Juventus,it Serie A,29,1993,1.02,0.0,5.0,2.0,0.3,40.0,4.05,1.62,0.0,0.0,18.05
Paul Pogba,fr FRA,MF,Juventus,it Serie A,30.0,1993.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo Dybala,ar ARG,FW-MF,Juventus,it Serie A,25,1993,23.09,11.0,99.0,35.0,9.04,35.4,4.13,1.46,0.1,0.29,19.07
Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26.0,1993.0,12.06,4.0,51.0,15.0,4.06,29.04,4.05,1.19,0.08,0.27,19.03
Paulo Dybala,ar ARG,FW-MF,Juventus,it Serie A,27,1993,22.09,10.0,97.0,36.0,7.06,37.1,4.24,1.57,0.09,0.25,23.0
Paulo Dybala,ar ARG,MF-FW,Roma,it Serie A,28,1993,19.03,12.0,60.0,18.0,9.03,30.0,3.11,0.93,0.12,0.39,20.07
Paulo Dybala,ar ARG,FW-MF,Roma,it Serie A,29,1993,21.08,13.0,52.0,16.0,10.06,30.08,2.39,0.74,0.12,0.38,21.02
Pavel Kadeřábek,cz CZE,DF-FW,Hoffenheim,de Bundesliga,27,1992,27.05,2.0,28.0,10.0,2.08,35.7,1.02,0.36,0.07,0.2,11.09
Pavel Kadeřábek,cz CZE,DF-FW,Hoffenheim,de Bundesliga,28,1992,17.06,0.0,10.0,4.0,1.01,40.0,0.57,0.23,0.0,0.0,11.0
Pavel Kadeřábek,cz CZE,DF-MF,Hoffenheim,de Bundesliga,29,1992,13.03,1.0,11.0,2.0,2.03,18.02,0.83,0.15,0.09,0.5,10.02
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30.0,1992.0,18.05,1.0,8.0,1.0,1.03,12.05,0.43,0.05,0.13,1.0,10.05
Pavel Kadeřábek,cz CZE,DF-FW,Hoffenheim,de Bundesliga,31,1992,26.08,3.0,19.0,6.0,2.05,31.6,0.71,0.22,0.16,0.5,11.01
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24.0,1995.0,7.07,1.0,4.0,1.0,0.4,25.0,0.52,0.13,0.25,1.0,6.03
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25.0,1995.0,20.07,0.0,15.0,4.0,1.09,26.07,0.73,0.19,0.0,0.0,12.0
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26.0,1995.0,13.03,0.0,6.0,0.0,0.5,0.0,0.45,0.0,0.0,0.0,9.07
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27.0,1995.0,18.01,1.0,11.0,2.0,1.01,18.02,0.61,0.11,0.09,0.5,10.07
Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28.0,1995.0,23.08,0.0,9.0,1.0,0.5,11.01,0.38,0.04,0.0,0.0,11.05
Pedro,es ESP,FW-MF,Chelsea,eng Premier League,32,1987,7.03,1.0,22.0,10.0,2.0,45.5,3.0,1.36,0.05,0.1,15.08
Pedro,es ESP,MF-FW,Roma,it Serie A,33,1987,17.07,5.0,43.0,15.0,4.02,34.9,2.43,0.85,0.12,0.33,19.0
Pedro,es ESP,FW,Lazio,it Serie A,34.0,1987.0,22.06,9.0,36.0,20.0,4.07,55.6,1.59,0.89,0.25,0.45,17.01
Pedro,es ESP,FW,Lazio,it Serie A,35.0,1987.0,21.01,4.0,42.0,16.0,3.04,38.1,1.99,0.76,0.1,0.25,19.03
Pedro,es ESP,FW-MF,Lazio,it Serie A,36,1987,9.01,1.0,11.0,4.0,1.05,36.4,1.21,0.44,0.09,0.25,20.0
Pedro Neto,pt POR,FW-MF,Wolves,eng Premier League,19,2000,10.04,3.0,17.0,6.0,2.02,35.3,1.63,0.58,0.18,0.5,16.09
Pedro Neto,pt POR,FW-MF,Wolves,eng Premier League,20,2000,28.03,5.0,61.0,21.0,5.01,34.4,2.15,0.74,0.08,0.24,19.06
Pedro Neto,pt POR,FW-MF,Wolves,eng Premier League,21,2000,5.02,1.0,17.0,4.0,1.05,23.05,3.28,0.77,0.06,0.25,19.07
Pedro Neto,pt POR,FW-MF,Wolves,eng Premier League,22,2000,10.07,0.0,17.0,3.0,1.01,17.06,1.59,0.28,0.0,0.0,20.07
Pedro Neto,pt POR,FW-MF,Wolves,eng Premier League,23,2000,16.08,2.0,36.0,12.0,3.05,33.3,2.14,0.71,0.06,0.17,16.08
Pepe Reina,es ESP,GK,Milan,it Serie A,36.0,1982.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepe Reina,es ESP,GK,Lazio,it Serie A,37.0,1982.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepe Reina,es ESP,GK,Lazio,it Serie A,38.0,1982.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepe Reina,es ESP,GK,Villarreal,es La Liga,39.0,1982.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pepe Reina,es ESP,GK,Villarreal,es La Liga,40.0,1982.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21.0,1998.0,33.1,1.0,19.0,2.0,1.06,10.05,0.57,0.06,0.05,0.5,18.05
Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22.0,1998.0,13.0,0.0,10.0,5.0,0.5,50.0,0.77,0.39,0.0,0.0,18.04
Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23.0,1998.0,17.05,0.0,14.0,4.0,0.8,28.06,0.8,0.23,0.0,0.0,19.01
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24.0,1998.0,29.07,1.0,29.0,4.0,1.07,13.08,0.98,0.13,0.03,0.25,19.03
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25.0,1998.0,13.08,2.0,11.0,6.0,1.0,54.5,0.8,0.43,0.18,0.33,18.08
Phil Foden,eng ENG,FW-MF,Manchester City,eng Premier League,19,2000,10.0,5.0,34.0,14.0,3.03,41.2,3.4,1.4,0.15,0.36,16.08
Phil Foden,eng ENG,FW-MF,Manchester City,eng Premier League,20,2000,18.0,9.0,45.0,20.0,5.0,44.4,2.51,1.11,0.2,0.45,15.0
Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21.0,2000.0,23.06,9.0,57.0,22.0,9.04,38.6,2.41,0.93,0.16,0.41,14.05
Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22.0,2000.0,20.05,11.0,46.0,22.0,5.09,47.8,1.02,1.07,0.24,0.5,15.03
Phil Foden,eng ENG,FW-MF,Manchester City,eng Premier League,23,2000,31.07,19.0,105.0,48.0,10.03,45.7,3.31,1.51,0.18,0.4,18.05
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23.0,1996.0,20.02,0.0,7.0,2.0,0.8,28.06,0.35,0.1,0.0,0.0,22.0
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24.0,1996.0,33.3,4.0,10.0,4.0,1.09,40.0,0.3,0.12,0.4,1.0,8.05
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25.0,1996.0,31.9,5.0,19.0,7.0,3.03,36.8,0.6,0.22,0.26,0.71,9.02
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26.0,1996.0,27.08,1.0,17.0,3.0,1.04,17.06,0.61,0.11,0.06,0.33,16.04
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,27.0,1996.0,14.01,1.0,7.0,3.0,1.01,42.9,0.5,0.21,0.14,0.33,9.06
Philippe Coutinho,br BRA,MF-FW,Bayern Munich,de Bundesliga,27,1992,15.07,8.0,57.0,26.0,8.06,45.6,3.64,1.66,0.12,0.27,19.01
Philippe Coutinho,br BRA,MF-FW,Barcelona,es La Liga,28,1992,7.03,2.0,28.0,9.0,4.0,32.1,3.85,1.24,0.07,0.22,17.03
Philippe Coutinho,br BRA,MF-FW,Barcelona,es La Liga,29,1992,19.14,7.0,66.0,22.0,6.09,31.61,3.52,1.08,0.08,0.24,20.01
Philippe Coutinho,br BRA,MF-FW,Aston Villa,eng Premier League,30,1992,8.08,1.0,21.0,8.0,1.04,38.1,2.4,0.91,0.05,0.13,21.06
Philippe Coutinho,br BRA,MF-FW,Aston Villa,eng Premier League,31,1992,0.3,0.0,3.0,1.0,0.1,33.3,10.8,3.6,0.0,0.0,24.09
Pierre Højbjerg,dk DEN,MF,Southampton,eng Premier League,23.0,1995.0,30.06,0.0,46.0,11.0,3.02,23.09,1.5,0.36,0.0,0.0,22.0
Pierre Højbjerg,dk DEN,MF,Tottenham,eng Premier League,24.0,1995.0,38.0,2.0,14.0,7.0,1.01,50.0,0.37,0.18,0.14,0.29,24.0
